تاریخ,کد کالا,نام کالا,واحد,تعداد,قیمت واحد,بهای واحد,مبلغ کل,مشتری
1404/10/01,SKU00040,نخود ۹۰۰ گرمی,عدد,7,108400,87554,758800,سوپر مارکت البرز
1404/10/01,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,34,91723,73378,3118582,مینی‌مارکت شبانه
1404/10/01,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,26,43360,35022,1127360,هایپر ستاره شهر
1404/10/01,SKU00043,ماست دبه ۲ کیلویی,عدد,12,170938,137585,2051256,سوپر پروتئین سبز
1404/10/01,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,12,98394,79215,1180728,بوفه دانشگاه
1404/10/01,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,9,183446,145923,1651014,سوپر مارکت البرز
1404/10/01,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,7,391908,321031,2743356,بقالی برادران احمدی
1404/10/01,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,24,70877,56702,1701048,فروشگاه یاس
1404/10/01,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,8,223471,179277,1787768,فروشگاه امید
1404/10/01,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,12,76714,60037,920568,بوفه دانشگاه
1404/10/01,SKU00050,صابون بسته ۶ عددی,بسته,10,100062,80049,1000620,فروشگاه زنجیره‌ای مهر
1404/10/02,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,3,3755769,3171538,11267307,سوپرمارکت آفتاب
1404/10/02,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,5,2211731,1752692,11058655,بقالی برادران احمدی
1404/10/02,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,26,154404,125192,4014504,سوپرمارکت پارسیان
1404/10/02,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,9,379750,317154,3417750,سوپر پروتئین سبز
1404/10/02,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,32,35054,29212,1121728,بقالی برادران احمدی
1404/10/02,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,14,204481,162750,2862734,سوپرمارکت پارسیان
1404/10/02,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,4,434000,350538,1736000,بوفه دانشگاه
1404/10/02,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,69,40062,31715,2764278,سوپر پروتئین سبز
1404/10/02,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,22,80123,65100,1762706,بقالی برادران احمدی
1404/10/02,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,14,43400,35054,607600,سوپرمارکت پارسیان
1404/10/02,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,9,90138,73446,811242,تعاونی مصرف کارکنان
1404/10/02,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,20,140215,112673,2804300,مینی‌مارکت نسیم
1404/10/02,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,6,118515,95981,711090,هایپر ستاره شهر
1404/10/02,SKU00039,عدس ۹۰۰ گرمی,عدد,2,101823,81792,203646,سوپرمارکت آفتاب
1404/10/02,SKU00040,نخود ۹۰۰ گرمی,عدد,8,108500,87635,868000,فروشگاه یاس
1404/10/02,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,27,91808,73446,2478816,سوپر مارکت البرز
1404/10/02,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,42,43400,35054,1822800,فروشگاه سپیدار
1404/10/02,SKU00043,ماست دبه ۲ کیلویی,عدد,7,171096,137712,1197672,تعاونی مصرف کارکنان
1404/10/02,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,11,98485,79288,1083335,مینی‌مارکت شبانه
1404/10/02,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,13,183615,146058,2386995,فروشگاه رفاه محلی
1404/10/02,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,7,392269,321327,2745883,سوپرمارکت آفتاب
1404/10/02,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,23,70942,56754,1631666,فروشگاه سپیدار
1404/10/02,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,6,223677,179442,1342062,فروشگاه یاس
1404/10/02,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,17,76785,60092,1305345,کافه رستوران ونک
1404/10/02,SKU00050,صابون بسته ۶ عددی,بسته,10,100154,80123,1001540,فروشگاه زنجیره‌ای مهر
1404/10/03,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,3,3759231,3174462,11277693,مینی‌مارکت نسیم
1404/10/03,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,5,2213769,1754308,11068845,فروشگاه رفاه محلی
1404/10/03,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,30,154546,125308,4636380,فروشگاه گلستان
1404/10/03,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,9,380100,317446,3420900,فروشگاه سپیدار
1404/10/03,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,21,35086,29238,736806,فروشگاه یاس
1404/10/03,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,12,204669,162900,2456028,فروشگاه زنجیره‌ای مهر
1404/10/03,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,6,434400,350862,2606400,فروشگاه زنجیره‌ای مهر
1404/10/03,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,61,40098,31745,2445978,فروشگاه امید
1404/10/03,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,24,80197,65160,1924728,سوپر مارکت البرز
1404/10/03,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,42,43440,35086,1824480,سوپرمارکت پارسیان
1404/10/03,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,20,90222,73514,1804440,فروشگاه رفاه محلی
1404/10/03,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,22,140345,112777,3087590,فروشگاه سپیدار
1404/10/03,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,10,118625,96069,1186250,هایپر ستاره شهر
1404/10/03,SKU00039,عدس ۹۰۰ گرمی,عدد,9,101917,81868,917253,هایپر نیک
1404/10/03,SKU00040,نخود ۹۰۰ گرمی,عدد,8,108600,87715,868800,فروشگاه رفاه محلی
1404/10/03,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,23,91892,73514,2113516,مینی‌مارکت نسیم
1404/10/03,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,49,43440,35086,2128560,هایپر ستاره شهر
1404/10/03,SKU00043,ماست دبه ۲ کیلویی,عدد,19,171254,137838,3253826,هایپر نیک
1404/10/03,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,9,98575,79362,887175,مینی‌مارکت نسیم
1404/10/03,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,13,183785,146192,2389205,سوپر پروتئین سبز
1404/10/03,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,5,392631,321623,1963155,سوپر مارکت البرز
1404/10/03,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,24,71008,56806,1704192,مینی‌مارکت نسیم
1404/10/03,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,7,223883,179608,1567181,فروشگاه زنجیره‌ای مهر
1404/10/03,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,12,76855,60148,922260,بوفه دانشگاه
1404/10/03,SKU00050,صابون بسته ۶ عددی,بسته,8,100246,80197,801968,سوپر پروتئین سبز
1404/10/04,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,5,3762692,3177385,18813460,فروشگاه امید
1404/10/04,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,6,2215808,1755923,13294848,مینی‌مارکت نسیم
1404/10/04,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,42,154688,125423,6496896,فروشگاه سپیدار
1404/10/04,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,5,380450,317738,1902250,بوفه دانشگاه
1404/10/04,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,28,35118,29265,983304,بوفه دانشگاه
1404/10/04,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,14,204858,163050,2868012,کافه رستوران ونک
1404/10/04,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,5,434800,351185,2174000,فروشگاه زنجیره‌ای مهر
1404/10/04,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,64,40135,31774,2568640,فروشگاه گلستان
1404/10/04,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,23,80271,65220,1846233,فروشگاه یاس
1404/10/04,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,29,43480,35118,1260920,فروشگاه یاس
1404/10/04,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,25,90305,73582,2257625,فروشگاه سپیدار
1404/10/04,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,21,140474,112881,2949954,مینی‌مارکت نسیم
1404/10/04,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,12,118734,96158,1424808,بوفه دانشگاه
1404/10/04,SKU00039,عدس ۹۰۰ گرمی,عدد,7,102011,81943,714077,مینی‌مارکت نسیم
1404/10/04,SKU00040,نخود ۹۰۰ گرمی,عدد,11,108700,87796,1195700,فروشگاه گلستان
1404/10/04,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,38,91977,73582,3495126,فروشگاه گلستان
1404/10/04,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,29,43480,35118,1260920,هایپر نیک
1404/10/04,SKU00043,ماست دبه ۲ کیلویی,عدد,17,171412,137965,2914004,فروشگاه زنجیره‌ای مهر
1404/10/04,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,16,98666,79435,1578656,فروشگاه یاس
1404/10/04,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,17,183954,146327,3127218,فروشگاه امید
1404/10/04,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,6,392992,321919,2357952,فروشگاه رفاه محلی
1404/10/04,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,30,71073,56858,2132190,فروشگاه گلستان
1404/10/04,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,11,224089,179773,2464979,هایپر ستاره شهر
1404/10/04,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,18,76926,60203,1384668,بقالی برادران احمدی
1404/10/04,SKU00050,صابون بسته ۶ عددی,بسته,11,100338,80271,1103718,بقالی برادران احمدی
1404/10/05,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,2,3766154,3180308,7532308,سوپرمارکت آفتاب
1404/10/05,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,2,2217846,1757538,4435692,سوپرمارکت آفتاب
1404/10/05,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,9,154831,125538,1393479,بقالی برادران احمدی
1404/10/05,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,4,380800,318031,1523200,فروشگاه امید
1404/10/05,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,20,35151,29292,703020,فروشگاه گلستان
1404/10/05,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,6,205046,163200,1230276,فروشگاه یاس
1404/10/05,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,2,435200,351508,870400,هایپر ستاره شهر
1404/10/05,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,23,40172,31803,923956,مینی‌مارکت شبانه
1404/10/05,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,16,80345,65280,1285520,فروشگاه امید
1404/10/05,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,16,43520,35151,696320,سوپرمارکت آفتاب
1404/10/05,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,3,90388,73649,271164,فروشگاه زنجیره‌ای مهر
1404/10/05,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,11,140603,112985,1546633,هایپر ستاره شهر
1404/10/05,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,6,118843,96246,713058,فروشگاه رفاه محلی
1404/10/05,SKU00039,عدس ۹۰۰ گرمی,عدد,4,102105,82018,408420,هایپر نیک
1404/10/05,SKU00040,نخود ۹۰۰ گرمی,عدد,3,108800,87877,326400,مینی‌مارکت نسیم
1404/10/05,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,9,92062,73649,828558,سوپرمارکت پارسیان
1404/10/05,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,14,43520,35151,609280,سوپرمارکت پارسیان
1404/10/05,SKU00043,ماست دبه ۲ کیلویی,عدد,7,171569,138092,1200983,سوپرمارکت پارسیان
1404/10/05,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,5,98757,79508,493785,فروشگاه سپیدار
1404/10/05,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,6,184123,146462,1104738,تعاونی مصرف کارکنان
1404/10/05,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,3,393354,322215,1180062,کافه رستوران ونک
1404/10/05,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,11,71138,56911,782518,فروشگاه امید
1404/10/05,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,3,224295,179938,672885,مینی‌مارکت نسیم
1404/10/05,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,8,76997,60258,615976,سوپرمارکت پارسیان
1404/10/05,SKU00050,صابون بسته ۶ عددی,بسته,5,100431,80345,502155,فروشگاه گلستان
1404/10/06,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,2,3769615,3183231,7539230,فروشگاه گلستان
1404/10/06,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,6,2219885,1759154,13319310,فروشگاه رفاه محلی
1404/10/06,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,13,154973,125654,2014649,هایپر ستاره شهر
1404/10/06,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,7,381150,318323,2668050,تعاونی مصرف کارکنان
1404/10/06,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,36,35183,29319,1266588,سوپر پروتئین سبز
1404/10/06,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,9,205235,163350,1847115,بوفه دانشگاه
1404/10/06,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,4,435600,351831,1742400,مینی‌مارکت شبانه
1404/10/06,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,64,40209,31832,2573376,بقالی برادران احمدی
1404/10/06,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,12,80418,65340,965016,فروشگاه یاس
1404/10/06,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,32,43560,35183,1393920,هایپر ستاره شهر
1404/10/06,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,14,90471,73717,1266594,فروشگاه زنجیره‌ای مهر
1404/10/06,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,21,140732,113088,2955372,بقالی برادران احمدی
1404/10/06,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,11,118952,96335,1308472,فروشگاه سپیدار
1404/10/06,SKU00039,عدس ۹۰۰ گرمی,عدد,10,102198,82094,1021980,سوپرمارکت پارسیان
1404/10/06,SKU00040,نخود ۹۰۰ گرمی,عدد,7,108900,87958,762300,هایپر نیک
1404/10/06,SKU00041,پنیر سفید ۴۰۰ گرمی,عدد,34,92146,73717,3132964,مینی‌مارکت شبانه
1404/10/06,SKU00042,شیر کم‌چرب ۱ لیتری,عدد,13,43560,35183,566280,فروشگاه سپیدار
1404/10/06,SKU00043,ماست دبه ۲ کیلویی,عدد,18,171727,138219,3091086,فروشگاه امید
1404/10/06,SKU00044,کره حیوانی ۱۰۰ گرمی,عدد,8,98848,79581,790784,فروشگاه رفاه محلی
1404/10/06,SKU00045,مایع ظرفشویی ۳.۷۵ لیتری,عدد,5,184292,146596,921460,بوفه دانشگاه
1404/10/06,SKU00046,پودر لباسشویی ۵ کیلویی,عدد,5,393715,322512,1968575,سوپر مارکت البرز
1404/10/06,SKU00047,دستمال کاغذی ۳۰۰ برگ,بسته,13,71204,56963,925652,سوپر مارکت البرز
1404/10/06,SKU00048,شامپو ۹۰۰ میلی‌لیتری,عدد,7,224502,180104,1571514,فروشگاه سپیدار
1404/10/06,SKU00049,خمیر دندان ۱۰۰ گرمی,عدد,18,77068,60314,1387224,سوپر پروتئین سبز
1404/10/06,SKU00050,صابون بسته ۶ عددی,بسته,10,100523,80418,1005230,هایپر ستاره شهر
1404/10/07,SKU00001,برنج ایرانی هاشمی ۱۰ کیلویی,کارتن,3,3773077,3186154,11319231,فروشگاه سپیدار
1404/10/07,SKU00027,برنج پاکستانی باسماتی ۱۰ کیلویی,کارتن,2,2221923,1760769,4443846,سوپرمارکت پارسیان
1404/10/07,SKU00028,روغن آفتابگردان ۱.۸ لیتری,عدد,15,155115,125769,2326725,فروشگاه رفاه محلی
1404/10/07,SKU00029,روغن سرخ‌کردنی ۴.۵ لیتری,عدد,8,381500,318615,3052000,سوپرمارکت پارسیان
1404/10/07,SKU00030,شکر سفید ۹۰۰ گرمی,عدد,37,35215,29346,1302955,فروشگاه زنجیره‌ای مهر
1404/10/07,SKU00031,چای کیسه‌ای ۱۰۰ عددی,عدد,6,205423,163500,1232538,کافه رستوران ونک
1404/10/07,SKU00032,قهوه فوری ۲۰۰ گرمی,عدد,4,436000,352154,1744000,سوپر پروتئین سبز
1404/10/07,SKU00033,نوشابه خانواده ۱.۵ لیتری,عدد,56,40246,31862,2253776,مینی‌مارکت شبانه
1404/10/07,SKU00034,آب معدنی ۱.۵ لیتری بسته ۶ عددی,بسته,18,80492,65400,1448856,تعاونی مصرف کارکنان
1404/10/07,SKU00035,ماکارونی ۷۰۰ گرمی,عدد,25,43600,35215,1090000,فروشگاه گلستان
1404/10/07,SKU00036,رب گوجه ۸۰۰ گرمی,عدد,16,90554,73785,1448864,بقالی برادران احمدی
1404/10/07,SKU00037,تن ماهی ۱۸۰ گرمی,عدد,14,140862,113192,1972068,بوفه دانشگاه
1404/10/07,SKU00038,لوبیا چیتی ۹۰۰ گرمی,عدد,3,119062,96423,357186,فروشگاه زنجیره‌ای مهر
1404/10/07,SKU00039,عدس ۹۰۰ گرمی,عدد,6,102292,82169,613752,تعاونی مصرف کارکنان
